event_id,name,branch,date,attendance,feedback_score
EVT0169,Book Club Meeting,Stratford,2025-07-06,"{'registered': 48, 'actual': 21, 'age_breakdown': {'0-5': 5, '6-12': 5, '13-17': 3, '18+': 14}}",4.1
EVT0171,Homework Help Session,Custom House,2025-09-21,"{'registered': 37, 'actual': 7, 'age_breakdown': {'0-5': 2, '6-12': 14, '13-17': 5, '18+': 15}}",4.3
EVT0172,Author Talk,Beckton,2025-07-07,"{'registered': 27, 'actual': 45, 'age_breakdown': {'0-5': 9, '6-12': 4, '13-17': 0, '18+': 10}}",4.1
EVT0174,Teen Gaming Night,Stratford,2025-04-17,"{'registered': 45, 'actual': 43, 'age_breakdown': {'0-5': 6, '6-12': 11, '13-17': 10, '18+': 11}}",3.6
EVT0175,Author Talk,Beckton,2024-12-03,"{'registered': 31, 'actual': 30, 'age_breakdown': {'0-5': 6, '6-12': 5, '13-17': 2, '18+': 19}}",3.7
EVT0178,Computer Skills Workshop,Beckton,2024-12-15,"{'registered': 50, 'actual': 14, 'age_breakdown': {'0-5': 6, '6-12': 12, '13-17': 0, '18+': 4}}",4.6
EVT0179,Children's Story Hour,Manor Park,2025-09-13,"{'registered': 42, 'actual': 28, 'age_breakdown': {'0-5': 0, '6-12': 2, '13-17': 5, '18+': 6}}",3.1
EVT0180,Book Club Meeting,North Woolwich,2024-11-13,"{'registered': 50, 'actual': 10, 'age_breakdown': {'0-5': 6, '6-12': 15, '13-17': 1, '18+': 10}}",3.7
EVT0182,Book Club Meeting,Custom House,2025-08-12,"{'registered': 30, 'actual': 24, 'age_breakdown': {'0-5': 7, '6-12': 8, '13-17': 0, '18+': 12}}",4.5
EVT0183,Author Talk,East Ham,2025-05-24,"{'registered': 16, 'actual': 25, 'age_breakdown': {'0-5': 7, '6-12': 1, '13-17': 5, '18+': 14}}",4.9
EVT0184,Children's Story Hour,Beckton,2024-11-20,"{'registered': 43, 'actual': 45, 'age_breakdown': {'0-5': 9, '6-12': 12, '13-17': 6, '18+': 9}}",3.8
EVT0185,Book Club Meeting,Plaistow,2025-09-11,"{'registered': 31, 'actual': 29, 'age_breakdown': {'0-5': 1, '6-12': 7, '13-17': 3, '18+': 10}}",4.0
EVT0187,Book Club Meeting,East Ham,2024-11-09,"{'registered': 40, 'actual': 35, 'age_breakdown': {'0-5': 1, '6-12': 8, '13-17': 3, '18+': 0}}",3.2
EVT0188,Book Club Meeting,East Ham,2025-04-14,"{'registered': 11, 'actual': 43, 'age_breakdown': {'0-5': 5, '6-12': 13, '13-17': 7, '18+': 7}}",4.7
EVT0189,Book Club Meeting,North Woolwich,2025-05-16,"{'registered': 48, 'actual': 35, 'age_breakdown': {'0-5': 3, '6-12': 4, '13-17': 3, '18+': 18}}",3.8
EVT0190,Author Talk,Stratford,2025-04-16,"{'registered': 21, 'actual': 40, 'age_breakdown': {'0-5': 2, '6-12': 10, '13-17': 3, '18+': 5}}",4.9
EVT0191,Computer Skills Workshop,Plaistow,2025-07-14,"{'registered': 49, 'actual': 42, 'age_breakdown': {'0-5': 10, '6-12': 5, '13-17': 4, '18+': 5}}",4.8
EVT0194,Teen Gaming Night,East Ham,2024-11-04,"{'registered': 24, 'actual': 16, 'age_breakdown': {'0-5': 8, '6-12': 8, '13-17': 4, '18+': 4}}",3.6
EVT0195,Homework Help Session,Stratford,2024-10-20,"{'registered': 48, 'actual': 42, 'age_breakdown': {'0-5': 8, '6-12': 4, '13-17': 9, '18+': 0}}",4.0
EVT0197,Computer Skills Workshop,Manor Park,2025-03-06,"{'registered': 37, 'actual': 41, 'age_breakdown': {'0-5': 9, '6-12': 2, '13-17': 3, '18+': 17}}",3.2
EVT0198,Children's Story Hour,North Woolwich,2024-12-16,"{'registered': 35, 'actual': 23, 'age_breakdown': {'0-5': 3, '6-12': 6, '13-17': 10, '18+': 4}}",4.5
EVT0199,Homework Help Session,North Woolwich,2024-12-05,"{'registered': 19, 'actual': 13, 'age_breakdown': {'0-5': 7, '6-12': 14, '13-17': 7, '18+': 14}}",4.9
EVT0201,Computer Skills Workshop,Stratford,2025-01-31,"{'registered': 23, 'actual': 40, 'age_breakdown': {'0-5': 5, '6-12': 1, '13-17': 3, '18+': 12}}",3.7
EVT0204,Homework Help Session,Beckton,2025-02-21,"{'registered': 37, 'actual': 35, 'age_breakdown': {'0-5': 5, '6-12': 5, '13-17': 6, '18+': 14}}",3.7
EVT0205,Children's Story Hour,Beckton,2025-01-15,"{'registered': 37, 'actual': 15, 'age_breakdown': {'0-5': 0, '6-12': 1, '13-17': 3, '18+': 12}}",4.0
EVT0206,Author Talk,North Woolwich,2025-03-04,"{'registered': 35, 'actual': 21, 'age_breakdown': {'0-5': 6, '6-12': 2, '13-17': 4, '18+': 18}}",3.6
EVT0207,Computer Skills Workshop,North Woolwich,2025-01-06,"{'registered': 47, 'actual': 18, 'age_breakdown': {'0-5': 1, '6-12': 6, '13-17': 9, '18+': 18}}",4.5
EVT0208,Teen Gaming Night,North Woolwich,2024-11-30,"{'registered': 27, 'actual': 43, 'age_breakdown': {'0-5': 1, '6-12': 8, '13-17': 9, '18+': 16}}",4.2
EVT0209,Teen Gaming Night,Manor Park,2025-06-27,"{'registered': 30, 'actual': 5, 'age_breakdown': {'0-5': 4, '6-12': 6, '13-17': 2, '18+': 13}}",3.9
EVT0210,Book Club Meeting,East Ham,2025-06-28,"{'registered': 18, 'actual': 19, 'age_breakdown': {'0-5': 9, '6-12': 8, '13-17': 6, '18+': 3}}",3.3
EVT0211,Teen Gaming Night,Custom House,2024-12-17,"{'registered': 44, 'actual': 9, 'age_breakdown': {'0-5': 10, '6-12': 3, '13-17': 5, '18+': 19}}",4.9
EVT0212,Book Club Meeting,Manor Park,2025-09-05,"{'registered': 11, 'actual': 5, 'age_breakdown': {'0-5': 1, '6-12': 5, '13-17': 10, '18+': 14}}",4.4
EVT0213,Book Club Meeting,East Ham,2024-11-19,"{'registered': 22, 'actual': 42, 'age_breakdown': {'0-5': 8, '6-12': 9, '13-17': 7, '18+': 9}}",4.8
EVT0214,Homework Help Session,East Ham,2025-02-05,"{'registered': 31, 'actual': 30, 'age_breakdown': {'0-5': 7, '6-12': 15, '13-17': 1, '18+': 16}}",4.1
EVT0215,Book Club Meeting,East Ham,2025-02-17,"{'registered': 38, 'actual': 38, 'age_breakdown': {'0-5': 10, '6-12': 15, '13-17': 0, '18+': 10}}",4.9
EVT0216,Author Talk,Stratford,2024-12-05,"{'registered': 34, 'actual': 38, 'age_breakdown': {'0-5': 0, '6-12': 12, '13-17': 1, '18+': 6}}",3.5
EVT0217,Homework Help Session,Manor Park,2024-10-31,"{'registered': 35, 'actual': 24, 'age_breakdown': {'0-5': 7, '6-12': 8, '13-17': 6, '18+': 0}}",3.6
EVT0218,Computer Skills Workshop,North Woolwich,2024-11-17,"{'registered': 38, 'actual': 44, 'age_breakdown': {'0-5': 4, '6-12': 12, '13-17': 3, '18+': 17}}",3.0
EVT0219,Teen Gaming Night,Beckton,2025-05-27,"{'registered': 38, 'actual': 14, 'age_breakdown': {'0-5': 3, '6-12': 12, '13-17': 1, '18+': 1}}",3.1
EVT0220,Book Club Meeting,Plaistow,2025-05-12,"{'registered': 15, 'actual': 29, 'age_breakdown': {'0-5': 6, '6-12': 4, '13-17': 0, '18+': 3}}",3.7
EVT0221,Author Talk,North Woolwich,2025-07-24,"{'registered': 38, 'actual': 37, 'age_breakdown': {'0-5': 6, '6-12': 8, '13-17': 5, '18+': 15}}",4.0
EVT0222,Computer Skills Workshop,Manor Park,2024-12-20,"{'registered': 30, 'actual': 27, 'age_breakdown': {'0-5': 7, '6-12': 11, '13-17': 1, '18+': 5}}",3.9
EVT0223,Children's Story Hour,Stratford,2025-09-19,"{'registered': 13, 'actual': 29, 'age_breakdown': {'0-5': 8, '6-12': 14, '13-17': 5, '18+': 16}}",3.8
EVT0224,Teen Gaming Night,Beckton,2025-03-23,"{'registered': 18, 'actual': 23, 'age_breakdown': {'0-5': 10, '6-12': 1, '13-17': 5, '18+': 2}}",3.7
EVT0225,Author Talk,Stratford,2025-02-22,"{'registered': 19, 'actual': 16, 'age_breakdown': {'0-5': 4, '6-12': 9, '13-17': 4, '18+': 2}}",4.2
EVT0226,Computer Skills Workshop,Manor Park,2024-11-13,"{'registered': 10, 'actual': 14, 'age_breakdown': {'0-5': 3, '6-12': 6, '13-17': 8, '18+': 13}}",5.0
EVT0228,Book Club Meeting,Plaistow,2025-02-13,"{'registered': 22, 'actual': 7, 'age_breakdown': {'0-5': 9, '6-12': 9, '13-17': 4, '18+': 4}}",4.0
EVT0229,Computer Skills Workshop,Stratford,2025-06-27,"{'registered': 21, 'actual': 7, 'age_breakdown': {'0-5': 5, '6-12': 1, '13-17': 8, '18+': 19}}",3.4
EVT0231,Computer Skills Workshop,North Woolwich,2024-11-07,"{'registered': 14, 'actual': 43, 'age_breakdown': {'0-5': 7, '6-12': 15, '13-17': 9, '18+': 15}}",3.5
EVT0232,Book Club Meeting,Custom House,2024-10-14,"{'registered': 27, 'actual': 12, 'age_breakdown': {'0-5': 3, '6-12': 11, '13-17': 6, '18+': 19}}",3.0
EVT0233,Author Talk,Stratford,2025-03-08,"{'registered': 39, 'actual': 18, 'age_breakdown': {'0-5': 5, '6-12': 12, '13-17': 7, '18+': 9}}",4.9
EVT0234,Children's Story Hour,Custom House,2025-07-23,"{'registered': 30, 'actual': 36, 'age_breakdown': {'0-5': 10, '6-12': 7, '13-17': 9, '18+': 8}}",4.8
EVT0236,Homework Help Session,Custom House,2025-05-17,"{'registered': 26, 'actual': 22, 'age_breakdown': {'0-5': 2, '6-12': 1, '13-17': 3, '18+': 2}}",4.1
EVT0237,Book Club Meeting,Manor Park,2025-02-08,"{'registered': 43, 'actual': 22, 'age_breakdown': {'0-5': 9, '6-12': 0, '13-17': 7, '18+': 6}}",3.3
EVT0238,Book Club Meeting,Stratford,2024-11-20,"{'registered': 46, 'actual': 33, 'age_breakdown': {'0-5': 10, '6-12': 14, '13-17': 7, '18+': 9}}",3.9
EVT0239,Teen Gaming Night,Manor Park,2024-12-24,"{'registered': 17, 'actual': 24, 'age_breakdown': {'0-5': 1, '6-12': 13, '13-17': 4, '18+': 16}}",3.4
EVT0240,Teen Gaming Night,Custom House,2025-03-17,"{'registered': 18, 'actual': 43, 'age_breakdown': {'0-5': 5, '6-12': 12, '13-17': 8, '18+': 8}}",3.8
EVT0241,Book Club Meeting,North Woolwich,2025-08-06,"{'registered': 24, 'actual': 15, 'age_breakdown': {'0-5': 6, '6-12': 0, '13-17': 10, '18+': 11}}",3.8
EVT0242,Teen Gaming Night,Beckton,2024-10-14,"{'registered': 27, 'actual': 15, 'age_breakdown': {'0-5': 7, '6-12': 13, '13-17': 7, '18+': 9}}",3.4
EVT0243,Computer Skills Workshop,East Ham,2025-07-09,"{'registered': 10, 'actual': 29, 'age_breakdown': {'0-5': 6, '6-12': 5, '13-17': 9, '18+': 6}}",4.3
EVT0244,Homework Help Session,Stratford,2025-02-14,"{'registered': 33, 'actual': 10, 'age_breakdown': {'0-5': 8, '6-12': 2, '13-17': 7, '18+': 17}}",3.6
EVT0245,Book Club Meeting,Plaistow,2025-03-31,"{'registered': 33, 'actual': 26, 'age_breakdown': {'0-5': 9, '6-12': 9, '13-17': 6, '18+': 19}}",4.7
EVT0246,Computer Skills Workshop,East Ham,2025-08-17,"{'registered': 25, 'actual': 13, 'age_breakdown': {'0-5': 7, '6-12': 4, '13-17': 3, '18+': 20}}",3.9
EVT0248,Homework Help Session,Beckton,2025-03-10,"{'registered': 37, 'actual': 25, 'age_breakdown': {'0-5': 4, '6-12': 14, '13-17': 0, '18+': 17}}",3.9
EVT0249,Computer Skills Workshop,Custom House,2025-07-12,"{'registered': 30, 'actual': 21, 'age_breakdown': {'0-5': 1, '6-12': 14, '13-17': 6, '18+': 15}}",3.4
EVT0250,Teen Gaming Night,Stratford,2025-09-09,"{'registered': 44, 'actual': 39, 'age_breakdown': {'0-5': 9, '6-12': 1, '13-17': 7, '18+': 6}}",3.1
EVT0251,Teen Gaming Night,Stratford,2025-04-06,"{'registered': 30, 'actual': 36, 'age_breakdown': {'0-5': 9, '6-12': 1, '13-17': 8, '18+': 18}}",4.0
EVT0252,Teen Gaming Night,Beckton,2025-10-05,"{'registered': 50, 'actual': 29, 'age_breakdown': {'0-5': 2, '6-12': 12, '13-17': 8, '18+': 6}}",4.1
EVT0253,Computer Skills Workshop,Plaistow,2024-11-16,"{'registered': 23, 'actual': 38, 'age_breakdown': {'0-5': 0, '6-12': 4, '13-17': 0, '18+': 15}}",3.3
EVT0254,Teen Gaming Night,Plaistow,2024-11-13,"{'registered': 16, 'actual': 16, 'age_breakdown': {'0-5': 1, '6-12': 0, '13-17': 10, '18+': 10}}",4.1
EVT0255,Teen Gaming Night,Stratford,2025-09-11,"{'registered': 19, 'actual': 41, 'age_breakdown': {'0-5': 10, '6-12': 12, '13-17': 10, '18+': 3}}",3.3
EVT0256,Children's Story Hour,North Woolwich,2024-12-01,"{'registered': 41, 'actual': 5, 'age_breakdown': {'0-5': 6, '6-12': 12, '13-17': 9, '18+': 1}}",3.1
EVT0257,Teen Gaming Night,East Ham,2024-10-14,"{'registered': 24, 'actual': 35, 'age_breakdown': {'0-5': 2, '6-12': 4, '13-17': 6, '18+': 17}}",3.5
EVT0258,Author Talk,North Woolwich,2024-12-08,"{'registered': 42, 'actual': 32, 'age_breakdown': {'0-5': 10, '6-12': 9, '13-17': 9, '18+': 14}}",3.5
EVT0259,Author Talk,Stratford,2025-07-09,"{'registered': 36, 'actual': 36, 'age_breakdown': {'0-5': 5, '6-12': 14, '13-17': 8, '18+': 19}}",4.0
EVT0260,Homework Help Session,Beckton,2024-11-25,"{'registered': 24, 'actual': 17, 'age_breakdown': {'0-5': 5, '6-12': 11, '13-17': 7, '18+': 0}}",3.9
EVT0261,Homework Help Session,Stratford,2025-06-29,"{'registered': 20, 'actual': 18, 'age_breakdown': {'0-5': 1, '6-12': 10, '13-17': 5, '18+': 10}}",4.4
EVT0262,Author Talk,Plaistow,2025-04-27,"{'registered': 12, 'actual': 27, 'age_breakdown': {'0-5': 2, '6-12': 2, '13-17': 8, '18+': 15}}",4.4
EVT0263,Homework Help Session,East Ham,2025-10-04,"{'registered': 43, 'actual': 22, 'age_breakdown': {'0-5': 4, '6-12': 8, '13-17': 0, '18+': 9}}",4.0
EVT0264,Book Club Meeting,Stratford,2025-02-10,"{'registered': 14, 'actual': 24, 'age_breakdown': {'0-5': 1, '6-12': 9, '13-17': 7, '18+': 1}}",4.4
EVT0265,Book Club Meeting,East Ham,2025-02-23,"{'registered': 30, 'actual': 8, 'age_breakdown': {'0-5': 3, '6-12': 12, '13-17': 8, '18+': 14}}",4.3
EVT0266,Computer Skills Workshop,Beckton,2024-11-01,"{'registered': 44, 'actual': 43, 'age_breakdown': {'0-5': 1, '6-12': 1, '13-17': 9, '18+': 20}}",4.7
EVT0267,Teen Gaming Night,Plaistow,2025-03-12,"{'registered': 44, 'actual': 8, 'age_breakdown': {'0-5': 2, '6-12': 7, '13-17': 10, '18+': 9}}",4.3
EVT0268,Author Talk,Plaistow,2024-12-31,"{'registered': 42, 'actual': 23, 'age_breakdown': {'0-5': 4, '6-12': 13, '13-17': 7, '18+': 18}}",3.0
EVT0269,Book Club Meeting,Beckton,2025-05-13,"{'registered': 37, 'actual': 32, 'age_breakdown': {'0-5': 4, '6-12': 0, '13-17': 1, '18+': 13}}",3.3
EVT0270,Author Talk,Plaistow,2025-06-13,"{'registered': 23, 'actual': 36, 'age_breakdown': {'0-5': 8, '6-12': 6, '13-17': 1, '18+': 11}}",4.0
EVT0271,Computer Skills Workshop,North Woolwich,2025-04-17,"{'registered': 20, 'actual': 43, 'age_breakdown': {'0-5': 10, '6-12': 4, '13-17': 10, '18+': 14}}",4.0
EVT0272,Teen Gaming Night,Beckton,2025-10-12,"{'registered': 23, 'actual': 7, 'age_breakdown': {'0-5': 2, '6-12': 2, '13-17': 5, '18+': 17}}",4.4
EVT0273,Author Talk,North Woolwich,2025-07-28,"{'registered': 20, 'actual': 19, 'age_breakdown': {'0-5': 3, '6-12': 5, '13-17': 4, '18+': 2}}",5.0
EVT0274,Author Talk,Stratford,2025-10-02,"{'registered': 45, 'actual': 27, 'age_breakdown': {'0-5': 10, '6-12': 8, '13-17': 8, '18+': 7}}",4.6
EVT0275,Children's Story Hour,Plaistow,2025-03-29,"{'registered': 23, 'actual': 24, 'age_breakdown': {'0-5': 4, '6-12': 12, '13-17': 7, '18+': 8}}",4.5
EVT0276,Author Talk,North Woolwich,2025-07-09,"{'registered': 50, 'actual': 41, 'age_breakdown': {'0-5': 5, '6-12': 9, '13-17': 10, '18+': 2}}",4.0
EVT0278,Book Club Meeting,East Ham,2025-08-28,"{'registered': 14, 'actual': 37, 'age_breakdown': {'0-5': 10, '6-12': 3, '13-17': 6, '18+': 18}}",4.3
EVT0279,Author Talk,Stratford,2025-02-20,"{'registered': 24, 'actual': 24, 'age_breakdown': {'0-5': 4, '6-12': 15, '13-17': 6, '18+': 1}}",3.5
EVT0280,Teen Gaming Night,East Ham,2025-05-27,"{'registered': 41, 'actual': 33, 'age_breakdown': {'0-5': 4, '6-12': 0, '13-17': 2, '18+': 18}}",4.7
EVT0281,Teen Gaming Night,Plaistow,2025-07-15,"{'registered': 28, 'actual': 45, 'age_breakdown': {'0-5': 3, '6-12': 6, '13-17': 0, '18+': 4}}",4.7
EVT0282,Author Talk,North Woolwich,2024-11-09,"{'registered': 11, 'actual': 41, 'age_breakdown': {'0-5': 10, '6-12': 12, '13-17': 2, '18+': 3}}",3.4
EVT0283,Computer Skills Workshop,Plaistow,2025-09-28,"{'registered': 39, 'actual': 12, 'age_breakdown': {'0-5': 9, '6-12': 12, '13-17': 6, '18+': 13}}",3.2
EVT0284,Book Club Meeting,Manor Park,2025-02-28,"{'registered': 35, 'actual': 20, 'age_breakdown': {'0-5': 4, '6-12': 5, '13-17': 0, '18+': 4}}",4.7
EVT0285,Book Club Meeting,North Woolwich,2025-08-10,"{'registered': 24, 'actual': 22, 'age_breakdown': {'0-5': 9, '6-12': 1, '13-17': 1, '18+': 6}}",4.9
EVT0286,Teen Gaming Night,East Ham,2025-05-15,"{'registered': 36, 'actual': 36, 'age_breakdown': {'0-5': 5, '6-12': 0, '13-17': 1, '18+': 15}}",4.2
EVT0287,Author Talk,East Ham,2025-03-10,"{'registered': 50, 'actual': 24, 'age_breakdown': {'0-5': 4, '6-12': 12, '13-17': 1, '18+': 8}}",4.2
EVT0288,Book Club Meeting,East Ham,2025-07-11,"{'registered': 32, 'actual': 9, 'age_breakdown': {'0-5': 7, '6-12': 9, '13-17': 6, '18+': 11}}",3.6
EVT0289,Computer Skills Workshop,Beckton,2024-12-02,"{'registered': 13, 'actual': 12, 'age_breakdown': {'0-5': 8, '6-12': 12, '13-17': 3, '18+': 15}}",3.8
EVT0290,Children's Story Hour,Custom House,2025-02-28,"{'registered': 47, 'actual': 27, 'age_breakdown': {'0-5': 10, '6-12': 12, '13-17': 9, '18+': 20}}",4.2
EVT0291,Book Club Meeting,North Woolwich,2025-10-07,"{'registered': 21, 'actual': 36, 'age_breakdown': {'0-5': 10, '6-12': 14, '13-17': 6, '18+': 8}}",3.6
EVT0292,Children's Story Hour,Stratford,2025-05-10,"{'registered': 23, 'actual': 40, 'age_breakdown': {'0-5': 5, '6-12': 0, '13-17': 2, '18+': 10}}",4.5
EVT0293,Book Club Meeting,Beckton,2025-05-10,"{'registered': 27, 'actual': 23, 'age_breakdown': {'0-5': 10, '6-12': 8, '13-17': 8, '18+': 12}}",3.4
EVT0295,Author Talk,Manor Park,2025-06-21,"{'registered': 34, 'actual': 10, 'age_breakdown': {'0-5': 5, '6-12': 15, '13-17': 4, '18+': 18}}",3.3
EVT0296,Children's Story Hour,Stratford,2025-08-19,"{'registered': 26, 'actual': 42, 'age_breakdown': {'0-5': 7, '6-12': 14, '13-17': 9, '18+': 10}}",3.3
EVT0297,Homework Help Session,Stratford,2025-01-06,"{'registered': 28, 'actual': 5, 'age_breakdown': {'0-5': 9, '6-12': 10, '13-17': 4, '18+': 7}}",4.3
EVT0299,Homework Help Session,North Woolwich,2025-07-10,"{'registered': 44, 'actual': 35, 'age_breakdown': {'0-5': 3, '6-12': 2, '13-17': 4, '18+': 6}}",3.6
EVT0300,Children's Story Hour,Manor Park,2024-12-24,"{'registered': 24, 'actual': 32, 'age_breakdown': {'0-5': 7, '6-12': 13, '13-17': 2, '18+': 20}}",4.6
EVT0301,Computer Skills Workshop,Beckton,2025-06-18,"{'registered': 45, 'actual': 9, 'age_breakdown': {'0-5': 8, '6-12': 14, '13-17': 1, '18+': 1}}",3.8
EVT0302,Teen Gaming Night,Manor Park,2025-10-04,"{'registered': 37, 'actual': 24, 'age_breakdown': {'0-5': 2, '6-12': 10, '13-17': 7, '18+': 1}}",4.1
EVT0303,Children's Story Hour,East Ham,2025-01-29,"{'registered': 37, 'actual': 42, 'age_breakdown': {'0-5': 10, '6-12': 6, '13-17': 3, '18+': 2}}",3.5
EVT0304,Homework Help Session,North Woolwich,2024-11-19,"{'registered': 22, 'actual': 5, 'age_breakdown': {'0-5': 6, '6-12': 1, '13-17': 0, '18+': 5}}",3.4
EVT0305,Teen Gaming Night,Plaistow,2025-03-15,"{'registered': 31, 'actual': 26, 'age_breakdown': {'0-5': 0, '6-12': 10, '13-17': 2, '18+': 5}}",3.2
EVT0306,Author Talk,Beckton,2025-03-19,"{'registered': 19, 'actual': 6, 'age_breakdown': {'0-5': 6, '6-12': 13, '13-17': 7, '18+': 1}}",3.2
EVT0307,Author Talk,North Woolwich,2024-11-25,"{'registered': 47, 'actual': 41, 'age_breakdown': {'0-5': 2, '6-12': 0, '13-17': 1, '18+': 12}}",3.5
EVT0309,Author Talk,East Ham,2025-07-19,"{'registered': 47, 'actual': 13, 'age_breakdown': {'0-5': 2, '6-12': 5, '13-17': 0, '18+': 11}}",4.3
EVT0310,Children's Story Hour,North Woolwich,2025-06-29,"{'registered': 49, 'actual': 7, 'age_breakdown': {'0-5': 1, '6-12': 3, '13-17': 3, '18+': 8}}",3.4
EVT0311,Teen Gaming Night,Stratford,2025-01-21,"{'registered': 22, 'actual': 19, 'age_breakdown': {'0-5': 10, '6-12': 5, '13-17': 5, '18+': 5}}",4.9
EVT0312,Children's Story Hour,Beckton,2024-12-18,"{'registered': 23, 'actual': 15, 'age_breakdown': {'0-5': 3, '6-12': 8, '13-17': 5, '18+': 13}}",3.7
EVT0313,Book Club Meeting,Manor Park,2024-11-18,"{'registered': 21, 'actual': 37, 'age_breakdown': {'0-5': 6, '6-12': 9, '13-17': 4, '18+': 19}}",4.6
EVT0314,Book Club Meeting,Manor Park,2024-12-20,"{'registered': 47, 'actual': 37, 'age_breakdown': {'0-5': 6, '6-12': 13, '13-17': 3, '18+': 8}}",3.1
EVT0315,Teen Gaming Night,Manor Park,2025-01-31,"{'registered': 25, 'actual': 32, 'age_breakdown': {'0-5': 7, '6-12': 15, '13-17': 10, '18+': 7}}",4.1
EVT0316,Homework Help Session,North Woolwich,2025-10-01,"{'registered': 33, 'actual': 16, 'age_breakdown': {'0-5': 9, '6-12': 15, '13-17': 3, '18+': 11}}",4.5
EVT0317,Author Talk,North Woolwich,2024-11-21,"{'registered': 21, 'actual': 29, 'age_breakdown': {'0-5': 6, '6-12': 11, '13-17': 5, '18+': 18}}",3.5
EVT0318,Computer Skills Workshop,East Ham,2025-07-02,"{'registered': 33, 'actual': 20, 'age_breakdown': {'0-5': 10, '6-12': 1, '13-17': 9, '18+': 13}}",3.2
EVT0319,Computer Skills Workshop,Beckton,2025-05-17,"{'registered': 33, 'actual': 19, 'age_breakdown': {'0-5': 3, '6-12': 12, '13-17': 9, '18+': 11}}",4.8
EVT0320,Author Talk,Beckton,2025-04-06,"{'registered': 35, 'actual': 32, 'age_breakdown': {'0-5': 5, '6-12': 7, '13-17': 5, '18+': 6}}",4.4
EVT0321,Homework Help Session,Plaistow,2025-10-04,"{'registered': 18, 'actual': 45, 'age_breakdown': {'0-5': 9, '6-12': 10, '13-17': 3, '18+': 4}}",4.8
EVT0322,Homework Help Session,Beckton,2024-11-15,"{'registered': 34, 'actual': 36, 'age_breakdown': {'0-5': 9, '6-12': 4, '13-17': 4, '18+': 3}}",3.2
EVT0323,Homework Help Session,Plaistow,2025-07-08,"{'registered': 36, 'actual': 17, 'age_breakdown': {'0-5': 10, '6-12': 7, '13-17': 5, '18+': 8}}",4.3
EVT0325,Children's Story Hour,Plaistow,2025-05-11,"{'registered': 44, 'actual': 14, 'age_breakdown': {'0-5': 4, '6-12': 15, '13-17': 9, '18+': 20}}",4.2
EVT0328,Book Club Meeting,Plaistow,2024-12-26,"{'registered': 18, 'actual': 29, 'age_breakdown': {'0-5': 0, '6-12': 15, '13-17': 2, '18+': 0}}",3.5
EVT0329,Teen Gaming Night,Plaistow,2025-03-28,"{'registered': 40, 'actual': 40, 'age_breakdown': {'0-5': 0, '6-12': 4, '13-17': 6, '18+': 8}}",3.2
EVT0330,Children's Story Hour,Manor Park,2024-11-18,"{'registered': 35, 'actual': 17, 'age_breakdown': {'0-5': 9, '6-12': 9, '13-17': 7, '18+': 12}}",4.3
EVT0331,Book Club Meeting,North Woolwich,2025-06-12,"{'registered': 47, 'actual': 45, 'age_breakdown': {'0-5': 2, '6-12': 12, '13-17': 4, '18+': 11}}",3.4
EVT0332,Book Club Meeting,Custom House,2025-05-17,"{'registered': 16, 'actual': 34, 'age_breakdown': {'0-5': 2, '6-12': 9, '13-17': 0, '18+': 6}}",4.1
EVT0333,Teen Gaming Night,Beckton,2025-02-23,"{'registered': 15, 'actual': 12, 'age_breakdown': {'0-5': 2, '6-12': 13, '13-17': 6, '18+': 9}}",3.2
EVT0334,Computer Skills Workshop,Plaistow,2025-01-07,"{'registered': 11, 'actual': 31, 'age_breakdown': {'0-5': 10, '6-12': 7, '13-17': 3, '18+': 10}}",3.2
EVT0335,Children's Story Hour,Plaistow,2025-05-05,"{'registered': 16, 'actual': 15, 'age_breakdown': {'0-5': 5, '6-12': 0, '13-17': 1, '18+': 12}}",3.5
EVT0336,Teen Gaming Night,Manor Park,2024-10-18,"{'registered': 47, 'actual': 7, 'age_breakdown': {'0-5': 1, '6-12': 6, '13-17': 3, '18+': 7}}",3.5
EVT0337,Computer Skills Workshop,North Woolwich,2025-07-09,"{'registered': 36, 'actual': 35, 'age_breakdown': {'0-5': 10, '6-12': 6, '13-17': 10, '18+': 8}}",3.2
EVT0338,Children's Story Hour,Beckton,2025-01-07,"{'registered': 46, 'actual': 39, 'age_breakdown': {'0-5': 4, '6-12': 2, '13-17': 0, '18+': 2}}",4.0
EVT0340,Author Talk,Custom House,2024-10-21,"{'registered': 47, 'actual': 10, 'age_breakdown': {'0-5': 0, '6-12': 1, '13-17': 4, '18+': 20}}",3.3
EVT0341,Children's Story Hour,East Ham,2025-02-04,"{'registered': 43, 'actual': 40, 'age_breakdown': {'0-5': 6, '6-12': 13, '13-17': 1, '18+': 12}}",5.0
EVT0342,Homework Help Session,Stratford,2025-07-09,"{'registered': 49, 'actual': 43, 'age_breakdown': {'0-5': 0, '6-12': 7, '13-17': 4, '18+': 4}}",4.7
EVT0343,Book Club Meeting,Manor Park,2025-02-08,"{'registered': 42, 'actual': 26, 'age_breakdown': {'0-5': 4, '6-12': 8, '13-17': 2, '18+': 1}}",3.4
EVT0345,Teen Gaming Night,Plaistow,2025-02-06,"{'registered': 13, 'actual': 10, 'age_breakdown': {'0-5': 5, '6-12': 15, '13-17': 1, '18+': 2}}",3.2
